YearlyIncome__std,NumberCarsOwned__std,TotalChildren__std,NumberChildrenAtHome__std,HomeOwnerFlag__std,Gender_F,Gender_M,MaritalStatus_M,MaritalStatus_S,Occupation_Clerical,Occupation_Management,Occupation_Manual,Occupation_Professional,Occupation_Skilled Manual,Education_Bachelors,Education_Graduate Degree,Education_High School,Education_Partial College,Education_Partial High School,YearlyIncome_bin_P100,YearlyIncome_bin_P20,YearlyIncome_bin_P40,YearlyIncome_bin_P60,YearlyIncome_bin_P80
0.29855522291351505,1.892524165060669,0.16134171317008306,-0.594371334523968,0.7986028295408412,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2711804434150313,0.7983890791108927,1.2397527781558477,1.1632791845925685,0.7986028295408412,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4442607456965164,1.892524165060669,-0.9170693518156816,-0.594371334523968,-1.2521868981793525,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3674014664335286,0.7983890791108927,1.2397527781558477,1.1632791845925685,0.7986028295408412,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6827654440607046,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,0.7986028295408412,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.35231274868615003,0.7983890791108927,1.2397527781558477,2.920929703709105,0.7986028295408412,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2330311010034416,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,0.7986028295408412,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.35596271928594786,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,-1.2521868981793525,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3610609694350531,-1.3898810927886598,1.2397527781558477,-0.594371334523968,0.7986028295408412,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4950142586085742,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,-1.2521868981793525,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14675555278977984,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,-1.2521868981793525,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9758203033152896,1.892524165060669,-0.9170693518156816,-0.594371334523968,0.7986028295408412,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1550599309839336,-0.29574600683888347,1.2397527781558477,1.1632791845925685,0.7986028295408412,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.988165720387791,0.7983890791108927,1.2397527781558477,-0.594371334523968,0.7986028295408412,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.3761946799758695,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,-1.2521868981793525,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.3761946799758695,-0.29574600683888347,-0.9170693518156816,-0.594371334523968,-1.2521868981793525,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.5345179774671297,0.7983890791108927,1.2397527781558477,-0.594371334523968,0.7986028295408412,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
